,id,report_id,ticker,company,date,source,doc_type,item,section_type,section_heading,chunk_index,page_start,page_end,text,source_file
48,0001397187-15-000070-0,0001397187-15-000070,LULU,,2015-12-09,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On December 9, 2015, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the third quarter ended November 1, 2015 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. Eastern time on December 9, 2015 to discuss financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-15-000070.txt
49,0001397187-16-000074-0,0001397187-16-000074,LULU,,2016-01-11,sec,8-K,7.01,results,Regulation FD Disclosure (8-K),0,,,"On January 11, 2016, lululemon athletica inc. (the “Company”) issued a press release announcing updated guidance for the fourth fiscal quarter ending January 31, 2016 and certain other information. The Company is furnishing a copy of the press release as Exhibit 99.1 hereto.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-16-000074.txt
50,0001397187-16-000088-0,0001397187-16-000088,LULU,,2016-03-30,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On March 30, 2016, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the fourth quarter and full year ended January 31, 2016 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. EST on March 30, 2016 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-16-000088.txt
51,0001397187-16-000107-0,0001397187-16-000107,LULU,,2016-06-08,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On June 8, 2016, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the first quarter ended May 1, 2016 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 9:00 a.m. Eastern time on June 8, 2016 to discuss financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-16-000107.txt
52,0001397187-16-000118-0,0001397187-16-000118,LULU,,2016-07-15,sec,8-K,8.01,results,Other Events (8-K),0,,,"On July 15, 2016, lululemon athletica inc. (the “Company”) filed with the U.S. Securities and Exchange Commission a prospectus supplement dated July 15, 2016 (the “Prospectus Supplement”) to its prospectus dated July 15, 2016, which was included in its automatic shelf registration statement on Form S-3 (No. 333-212540) (the “Registration Statement”). The Prospectus Supplement relates to the sale by Dennis J. Wilson, Shannon E. Wilson, LIPO Investments (USA) Inc., an entity that Mr. Wilson controls, and Five Boys Investments ULC, an entity that Mr. Wilson controls (together, the “Selling Stockholders”), of up to 20,109,131 shares of the Company’s common stock, par value $0.005 per share. These shares of common stock have been issued or are issuable to the Selling Stockholders upon the exchange of an equivalent number of the exchangeable shares of Lulu Canadian Holding, Inc. (an indirect wholly-owned subsidiary of the Company).",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-16-000118.txt
53,0001397187-16-000126-0,0001397187-16-000126,LULU,,2016-09-01,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On September 1, 2016, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the second quarter ended July 31, 2016 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on September 1, 2016 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-16-000126.txt
54,0001397187-16-000133-0,0001397187-16-000133,LULU,,2016-12-07,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On December 7, 2016, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the third quarter ended October 30, 2016 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on December 7, 2016 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-16-000133.txt
55,0001397187-16-000133-0,0001397187-16-000133,LULU,,2016-12-07,sec,8-K,8.01,results,Other Events (8-K),0,,,"On December 1, 2016 the Company's board of directors approved a stock repurchase program for up to $100 million of its common shares in the open market at prevailing market prices. The timing and actual number of common shares to be repurchased will depend upon market conditions and other factors, in accordance with Securities and Exchange Commission requirements, and the repurchase program is expected to be completed in two years. Shares may be repurchased from time to time on the open market, through block trades or otherwise. Purchases may be started or stopped at any time without prior notice depending on market conditions and other factors.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-16-000133.txt
56,0001397187-17-000002-0,0001397187-17-000002,LULU,,2017-01-09,sec,8-K,7.01,results,Regulation FD Disclosure (8-K),0,,,"On January 9, 2017, lululemon athletica inc. (the “Company”) issued a press release announcing updated guidance for the fourth fiscal quarter of 2016, ending January 29, 2017, and certain other information. The Company is furnishing a copy of the press release as Exhibit 99.1 hereto.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-17-000002.txt
57,0001397187-17-000007-0,0001397187-17-000007,LULU,,2017-03-29,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On March 29, 2017, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the fourth quarter and full year ended January 29, 2017 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on March 29, 2017 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-17-000007.txt
58,0001397187-17-000026-0,0001397187-17-000026,LULU,,2017-06-01,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On June 1, 2017, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the first quarter ended April 30, 2017 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on June 1, 2017 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-17-000026.txt
59,0001397187-17-000037-0,0001397187-17-000037,LULU,,2017-08-31,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On August 31, 2017, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the second quarter ended July 30, 2017 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on August 31, 2017 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-17-000037.txt
60,0001397187-17-000047-0,0001397187-17-000047,LULU,,2017-12-06,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On December 6, 2017, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the third quarter ended October 29, 2017 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on December 6, 2017 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-17-000047.txt
61,0001397187-17-000047-0,0001397187-17-000047,LULU,,2017-12-06,sec,8-K,8.01,results,Other Events (8-K),0,,,"On November 29, 2017, the Company's board of directors approved a stock repurchase program for up to $200 million of its common shares in the open market at prevailing market prices, including under plans complying with the provisions of Rule 10b5-1 and Rule 10b-18 of the Securities Exchange Act of 1934. The timing and actual number of common shares to be repurchased will depend upon market conditions and other factors, in accordance with Securities and Exchange Commission requirements, and the repurchase program is expected to be completed in two years. Shares may be repurchased from time to time on the open market, through block trades or otherwise. Purchases may be started or stopped at any time without prior notice depending on market conditions and other factors.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-17-000047.txt
62,0001397187-18-000002-0,0001397187-18-000002,LULU,,2018-01-08,sec,8-K,7.01,results,Regulation FD Disclosure (8-K),0,,,"On January 8, 2018, lululemon athletica inc. (the “Company”) issued a press release announcing updated guidance for the fourth fiscal quarter of 2017, ending January 28, 2018, and certain other information. The Company is furnishing a copy of the press release as Exhibit 99.1 hereto.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-18-000002.txt
63,0001397187-18-000012-0,0001397187-18-000012,LULU,,2018-03-27,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On March 27, 2018, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the fourth quarter and full year ended January 28, 2018 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on March 27, 2018 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-18-000012.txt
64,0001397187-18-000029-0,0001397187-18-000029,LULU,,2018-05-31,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On May 31, 2018, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the first quarter ended April 29, 2018 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on May 31, 2018 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-18-000029.txt
65,0001397187-18-000034-0,0001397187-18-000034,LULU,,2018-06-06,sec,8-K,8.01,results,Other Events (8-K),0,,,"On June 6, 2018, the Company's board of directors approved an increase in the Company’s previously announced common stock repurchase program, authorizing the repurchase of up to a total of $600 million of its common shares from time to time on the open market or in privately negotiated transactions. The timing and actual number of common shares to be repurchased will continue to depend upon market conditions and other factors, in accordance with Securities and Exchange Commission requirements. Purchases may be started or stopped at any time without prior notice depending on market conditions and other factors.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-18-000034.txt
66,0001397187-18-000046-0,0001397187-18-000046,LULU,,2018-08-30,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On August 30, 2018, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the second quarter ended July 29, 2018 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on August 30, 2018 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-18-000046.txt
67,0001397187-18-000052-0,0001397187-18-000052,LULU,,2018-12-06,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On December 6, 2018, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the third quarter ended October 28, 2018 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on December 6, 2018 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-18-000052.txt
68,0001397187-19-000002-0,0001397187-19-000002,LULU,,2019-01-14,sec,8-K,7.01,results,Regulation FD Disclosure (8-K),0,,,"On January 14, 2019, lululemon athletica inc. (the “Company”) issued a press release announcing updated guidance for the fourth fiscal quarter of 2018 ending February 3, 2019, and certain other information. The Company is furnishing a copy of the press release as Exhibit 99.1 hereto.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-19-000002.txt
69,0001397187-19-000010-0,0001397187-19-000010,LULU,,2019-03-27,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On March 27, 2019, lululemon athletica inc. (the “Company”) issued a press release announcing its financial results for the fourth quarter and full year ended February 3, 2019 and certain other information. A copy of the Company’s press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on March 27, 2019 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-19-000010.txt
70,0001397187-19-000010-0,0001397187-19-000010,LULU,,2019-03-27,sec,8-K,8.01,results,Other Events (8-K),0,,,"On January 31, 2019, the Company's board of directors approved an additional stock repurchase program for up to $500.0 million of its common shares in the open market at prevailing market prices, including under plans complying with the provisions of Rule 10b5-1 and Rule 10b-18 of the Securities Exchange Act of 1934, or in privately negotiated transactions. The timing and actual number of common shares to be repurchased will depend upon market conditions and other factors, in accordance with Securities and Exchange Commission requirements, and the repurchase program is expected to be completed in two years. Shares may be repurchased from time to time on the open market, through block trades or otherwise. Purchases may be started or stopped at any time without prior notice depending on market conditions and other factors.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-19-000010.txt
71,0001397187-19-000034-0,0001397187-19-000034,LULU,,2019-04-24,sec,8-K,7.01,results,Regulation FD Disclosure (8-K),0,,,"The Company used the materials attached hereto as Exhibit 99.2 in connection with its analyst day on April 24, 2019, and intends to use them from time to time. It will also post the presentation materials on its company website at www.lululemon.com.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-19-000034.txt
72,0001397187-19-000043-0,0001397187-19-000043,LULU,,2019-06-12,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On June 12, 2019, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the first quarter ended May 5, 2019 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on June 12, 2019 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-19-000043.txt
73,0001397187-19-000055-0,0001397187-19-000055,LULU,,2019-07-10,sec,8-K,8.01,results,Other Events (8-K),0,,,"On July 10, 2019, lululemon athletica inc. (the “Company”) filed with the U.S. Securities and Exchange Commission a prospectus supplement dated July 10, 2019 (the “Prospectus Supplement”) to its prospectus dated July 10, 2019, which was included in its automatic shelf registration statement on Form S-3 (No. 333-232592) (the “Registration Statement”). The Prospectus Supplement relates to the sale by the selling stockholders identified in the Prospectus Supplement (those stockholders, the “Selling Stockholders”), of up to 12,210,573 shares of the Company’s common stock, par value $0.005 per share. These shares of common stock have been issued or are issuable to the Selling Stockholders upon the exchange of an equivalent number of the exchangeable shares of Lulu Canadian Holding, Inc. (an indirect wholly-owned subsidiary of the Company).",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-19-000055.txt
74,0001397187-19-000063-0,0001397187-19-000063,LULU,,2019-09-05,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On September 5, 2019, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the second quarter ended August 4, 2019 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on September 5, 2019 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-19-000063.txt
75,0001397187-19-000071-0,0001397187-19-000071,LULU,,2019-12-11,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On December 11, 2019, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the third quarter ended November 3, 2019 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on December 11, 2019 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-19-000071.txt
76,0001397187-20-000002-0,0001397187-20-000002,LULU,,2020-01-13,sec,8-K,7.01,results,Regulation FD Disclosure (8-K),0,,,"On January 13, 2020, lululemon athletica inc. (the “Company”) issued a press release announcing updated guidance for the fourth fiscal quarter of 2019 ending February 2, 2020, and certain other information. The Company is furnishing a copy of the press release as Exhibit 99.1 hereto.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-20-000002.txt
77,0001397187-20-000011-0,0001397187-20-000011,LULU,,2020-03-26,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On March 26, 2020, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the fourth quarter and full year ended February 2, 2020 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on March 26, 2020 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-20-000011.txt
78,0001397187-20-000023-0,0001397187-20-000023,LULU,,2020-05-22,sec,8-K,8.01,results,Other Events (8-K),0,,,"On May 21, 2020, lululemon announced certain actions in its continuing response to the changing business environment as impacted by the COVID-19 coronavirus pandemic, including that it has reopened over 150 store locations across North America, Europe, Asia, New Zealand and Australia with a new set of in-store practices, and expects to reopen approximately 200 additional locations in accordance with local government and public health authority guidelines over the next two weeks.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-20-000023.txt
79,0001397187-20-000031-0,0001397187-20-000031,LULU,,2020-06-11,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On June 11, 2020, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the first quarter ended May 3, 2020 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on June 11, 2020 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-20-000031.txt
80,0001397187-20-000034-0,0001397187-20-000034,LULU,,2020-07-01,sec,8-K,7.01,results,Regulation FD Disclosure (8-K),0,,,"We are also furnishing as Exhibit 99.2 to this current report an investor presentation relating to the acquisition of MIRROR, which we intend to use for presentations to investors and others from time to time.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-20-000034.txt
81,0001397187-20-000042-0,0001397187-20-000042,LULU,,2020-09-08,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On September 8, 2020, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the second quarter ended August 2, 2020 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on September 8, 2020 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-20-000042.txt
82,0001397187-20-000045-0,0001397187-20-000045,LULU,,2020-09-22,sec,8-K,8.01,results,Other Events (8-K),0,,,"On September 22, 2020, we determined to restart our previously authorized stock repurchase program, which had been temporarily paused in connection with other measures related to the impact of COVID-19. The remaining aggregate value of common shares authorized to be repurchased under this program is $263.6 million. Shares may be repurchased in the open market at prevailing market prices, including in discretionary transactions and under plans complying with the provisions of Rule 10b5-1 and Rule 10b-18 of the Securities Exchange Act of 1934, or in privately negotiated transactions. The timing and actual number of common shares to be repurchased will depend upon market conditions and other factors, in accordance with Securities and Exchange Commission requirements. The repurchase program has an expiration date of January 31, 2021. Shares may be repurchased from time to time on the open market, through block trades or otherwise. Purchases may be started or stopped at any time without prior notice depending on market conditions and other factors.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-20-000045.txt
83,0001397187-20-000056-0,0001397187-20-000056,LULU,,2020-12-10,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On December 10, 2020, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the third quarter ended November 1, 2020 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on December 10, 2020 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-20-000056.txt
84,0001397187-21-000002-0,0001397187-21-000002,LULU,,2021-01-11,sec,8-K,7.01,results,Regulation FD Disclosure (8-K),0,,,"On January 11, 2021, lululemon athletica inc. (the “Company”) issued a press release updating revenue and earnings expectations for the fourth fiscal quarter of 2020 ending January 31, 2021, and certain other information. The Company is furnishing a copy of the press release as Exhibit 99.1 hereto.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-21-000002.txt
85,0001397187-21-000008-0,0001397187-21-000008,LULU,,2021-03-30,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On March 30, 2021, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the fourth quarter and full year ended January 31, 2021 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on March 30, 2021 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-21-000008.txt
86,0001397187-21-000017-0,0001397187-21-000017,LULU,,2021-06-03,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On June 3, 2021, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the first quarter ended May 2, 2021 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on June 3, 2021 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-21-000017.txt
87,0001397187-21-000026-0,0001397187-21-000026,LULU,,2021-09-08,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On September 8, 2021, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the second quarter ended August 1, 2021 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on September 8, 2021 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-21-000026.txt
88,0001397187-21-000030-0,0001397187-21-000030,LULU,,2021-10-04,sec,8-K,8.01,results,Other Events (8-K),0,,,"On October 1, 2021, the board of directors approved a $500.0 million increase in the remaining authorization of the Company's existing stock repurchase program from $141.2 million to $641.2 million. The repurchase authorization has no time limit and does not require the repurchase of a minimum number of shares. Common shares may be repurchased on the open market or in privately negotiated transactions, including under plans complying with the provisions of Rule 10b5-1 and Rule 10b-18 of the Securities Exchange Act of 1934. The timing and actual number of common shares to be repurchased will depend upon market conditions, eligibility to trade, and other factors.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-21-000030.txt
89,0001397187-21-000038-0,0001397187-21-000038,LULU,,2021-12-09,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On December 9, 2021, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the third quarter ended October 31, 2021 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on December 9, 2021 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-21-000038.txt
90,0001397187-22-000002-0,0001397187-22-000002,LULU,,2022-01-10,sec,8-K,7.01,results,Regulation FD Disclosure (8-K),0,,,"On January 10, 2022, lululemon athletica inc. (the “Company”) issued a press release updating revenue and earnings expectations for the fourth fiscal quarter of 2021 ending January 30, 2022, and including certain other information. The Company is furnishing a copy of the press release as Exhibit 99.1 hereto.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-22-000002.txt
91,0001397187-22-000013-0,0001397187-22-000013,LULU,,2022-03-29,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On March 29, 2022, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the fourth quarter and full year ended January 30, 2022 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on March 29, 2022 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-22-000013.txt
92,0001397187-22-000013-0,0001397187-22-000013,LULU,,2022-03-29,sec,8-K,8.01,results,Other Events (8-K),0,,,"On March 23, 2022, the board of directors approved a new stock repurchase program for up to $1 billion of the Company's common shares. The repurchase authorization has no time limit and does not require the repurchase of a minimum number of shares. Common shares may be repurchased on the open market, in block trades, or in privately negotiated transactions, including under plans complying with the provisions of Rule 10b5-1 and Rule 10b-18 of the Securities Exchange Act of 1934. The timing and actual number of common shares to be repurchased will depend upon market conditions, eligibility to trade, and other factors.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-22-000013.txt
93,0001397187-22-000016-0,0001397187-22-000016,LULU,,2022-04-21,sec,8-K,7.01,results,Regulation FD Disclosure (8-K),0,,,"In addition, at our analyst day we confirmed our earnings guidance for the first quarter and full year of fiscal 2022. That guidance was included in our fourth quarter and full year of fiscal 2021 earnings release furnished on Form 8-K on March 29, 2022. The fiscal 2022 earnings guidance is subject to the risks, uncertainties and other factors stated or referred to in that earnings release and in our annual report on Form 10-K for the fiscal year ended January 30, 2022.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-22-000016.txt
94,0001397187-22-000030-0,0001397187-22-000030,LULU,,2022-06-02,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On June 2, 2022, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the first quarter ended May 1, 2022 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on June 2, 2022 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-22-000030.txt
95,0001397187-22-000039-0,0001397187-22-000039,LULU,,2022-09-01,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On September 1, 2022, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the second quarter ended July 31, 2022 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on September 1, 2022 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-22-000039.txt
96,0001397187-22-000048-0,0001397187-22-000048,LULU,,2022-12-08,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On December 8, 2022, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the third quarter ended October 30, 2022 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on December 8, 2022 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-22-000048.txt
97,0001397187-23-000002-0,0001397187-23-000002,LULU,,2023-01-09,sec,8-K,7.01,results,Regulation FD Disclosure (8-K),0,,,"On January 9, 2023, lululemon athletica inc. (the “Company”) issued a press release updating revenue and earnings expectations for the fourth fiscal quarter of 2022 ending January 29, 2023, and including certain other information. The Company is furnishing a copy of the press release as Exhibit 99.1 hereto.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-23-000002.txt
98,0001397187-23-000011-0,0001397187-23-000011,LULU,,2023-03-28,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On March 28, 2023, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the fourth quarter and full year ended January 29, 2023 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on March 28, 2023 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-23-000011.txt
99,0001397187-23-000026-0,0001397187-23-000026,LULU,,2023-06-01,sec,8-K,2.02,results,Results of Operations and Financial Condition (8-K),0,,,"On June 1, 2023, lululemon athletica inc. (the ""Company"") issued a press release announcing its financial results for the first quarter ended April 30, 2023 and certain other information. A copy of the Company's press release is attached hereto as Exhibit 99.1 and is incorporated herein by reference. As previously announced, the Company has scheduled a conference call for 4:30 p.m. Eastern time on June 1, 2023 to discuss its financial results.",nlp\raw_data\sec_filings_8k\lulu\8-K\0001397187-23-000026.txt
